date_unix,main_temp,main_pressure,main_humidity,main_temp_min,main_temp_max,wind_speed,wind_deg,weather_main,weather_description,clouds
1423062307,274.02,1027.67,30,274.02,274.02,5.86,344.5,Clouds,broken clouds,56
1423165855,273.28,1028.06,27,273.28,273.28,5.88,343.501,Clear,Sky is Clear,0
1423169375,273.28,1028.06,27,273.28,273.28,5.88,343.501,Clear,Sky is Clear,0
1423172955,273.28,1028.06,27,273.28,273.28,5.88,343.501,Clear,Sky is Clear,0
1423176602,269.811,1031.55,31,269.811,269.811,4.65,346.002,Clear,Sky is Clear,0
1423180177,269.811,1031.55,31,269.811,269.811,4.65,346.002,Clear,Sky is Clear,0
1423183748,269.811,1031.55,31,269.811,269.811,4.65,346.002,Clear,Sky is Clear,0
1423187316,267.422,1034.07,33,267.422,267.422,3.6,351.503,Clear,Sky is Clear,0
1423190915,267.422,1034.07,33,267.422,267.422,3.6,351.503,Clear,Sky is Clear,0
1423194507,267.422,1034.07,33,267.422,267.422,3.6,351.503,Clear,Sky is Clear,0
1423198102,265.331,1035.09,39,265.331,265.331,2.78,352.502,Clear,Sky is Clear,0
1423201728,265.331,1035.09,39,265.331,265.331,2.78,352.502,Clear,Sky is Clear,0
1423205289,265.331,1035.09,39,265.331,265.331,2.78,352.502,Clear,Sky is Clear,0
1423208929,262.714,1035.89,48,262.714,262.714,1.77,354.5,Clear,Sky is Clear,0
1423212492,262.714,1035.89,48,262.714,262.714,1.77,354.5,Clear,Sky is Clear,0
1423216100,262.714,1035.89,48,262.714,262.714,1.77,354.5,Clear,Sky is Clear,0
1423219842,259.867,1036.46,68,259.867,259.867,0.76,27.0002,Clear,Sky is Clear,0
1423223328,259.867,1036.46,68,259.867,259.867,0.76,27.0002,Clear,Sky is Clear,0
1423237948,268.596,1036.72,38,268.596,268.596,1.61,208.501,Clear,Sky is Clear,0
1423259384,276.689,1031.1,27,276.689,276.689,3.67,241.5,Clouds,scattered clouds,36
1423262964,275.817,1031.35,29,275.817,275.817,3.01,250.503,Clouds,broken clouds,76
1423266572,275.817,1031.35,29,275.817,275.817,3.01,250.503,Clouds,broken clouds,76
1423270109,275.817,1031.35,29,275.817,275.817,3.01,250.503,Clouds,broken clouds,76
1423273725,274.641,1031.48,34,274.641,274.641,2.46,265.005,Clear,Sky is Clear,0
1423277359,274.641,1031.48,34,274.641,274.641,2.46,265.005,Clear,Sky is Clear,0
1423280922,274.641,1031.48,34,274.641,274.641,2.46,265.005,Clear,Sky is Clear,0
1423284524,268.324,1031.23,58,268.324,268.324,1.16,256.003,Clear,Sky is Clear,0
1423288123,268.324,1031.23,58,268.324,268.324,1.16,256.003,Clear,Sky is Clear,0
1423291711,268.324,1031.23,58,268.324,268.324,1.16,256.003,Clear,Sky is Clear,0
1423295327,265.601,1030.83,67,265.601,265.601,0.71,166.002,Clear,Sky is Clear,0
1423298896,265.601,1030.83,67,265.601,265.601,0.71,166.002,Clear,Sky is Clear,0
1423302533,265.601,1030.83,67,265.601,265.601,0.71,166.002,Clear,Sky is Clear,0
1423306123,264.793,1030.65,61,264.793,264.793,1.4,131.502,Clear,sky is clear,8
1423309785,264.793,1030.65,61,264.793,264.793,1.4,131.502,Clear,sky is clear,8
1423313319,264.793,1030.65,61,264.793,264.793,1.4,131.502,Clear,sky is clear,8
1423316959,277.687,1030.19,29,277.687,277.687,2.07,193.505,Clouds,broken clouds,64
1423320571,277.687,1030.19,29,277.687,277.687,2.07,193.505,Clouds,broken clouds,64
1423324141,277.687,1030.19,29,277.687,277.687,2.07,193.505,Clouds,broken clouds,64
1423327774,283.969,1026.89,28,283.969,283.969,3.3,214.002,Clouds,few clouds,12
1423331384,283.969,1026.89,28,283.969,283.969,3.3,214.002,Clouds,few clouds,12
1423335067,283.969,1026.89,28,283.969,283.969,3.3,214.002,Clouds,few clouds,12
1423338615,285.294,1024.11,29,285.294,285.294,4.02,232.503,Clear,Sky is Clear,0
1423342188,285.294,1024.11,29,285.294,285.294,4.02,232.503,Clear,Sky is Clear,0
1423356527,281.103,1024.77,37,281.103,281.103,3.07,224.002,Clear,Sky is Clear,0
1423360159,279.089,1024.13,42,279.089,279.089,3.24,212.014,Clouds,few clouds,20
1423392531,277.083,1022.6,55,277.083,277.083,3.01,227.001,Clouds,few clouds,12
1423396136,277.083,1022.6,55,277.083,277.083,3.01,227.001,Clouds,few clouds,12
1423399757,277.083,1022.6,55,277.083,277.083,3.01,227.001,Clouds,few clouds,12
1423403341,283.516,1022.38,42,283.516,283.516,2.59,228.009,Clear,sky is clear,8
1423406939,284.691,1021.33,38,284.691,284.691,2.73,225.506,Clear,sky is clear,8
1423410560,283.516,1022.38,42,283.516,283.516,2.59,228.009,Clear,sky is clear,8
1423414207,290.267,1019.18,33,290.267,290.267,3.29,228.008,Clouds,few clouds,12
1423417797,290.267,1019.18,33,290.267,290.267,3.29,228.008,Clouds,few clouds,12
1423421398,290.267,1019.18,33,290.267,290.267,3.29,228.008,Clouds,few clouds,12
1423425260,290.934,1016.94,34,290.934,290.934,3.77,228.506,Clear,Sky is Clear,0
1423428596,290.934,1016.94,34,290.934,290.934,3.77,228.506,Clear,Sky is Clear,0
1423432174,290.934,1016.94,34,290.934,290.934,3.77,228.506,Clear,Sky is Clear,0
1423435764,286.447,1016.86,43,286.447,286.447,2.81,225,Clouds,few clouds,12
1423439363,286.447,1016.86,43,286.447,286.447,2.81,225,Clouds,few clouds,12
1423442937,286.447,1016.86,43,286.447,286.447,2.81,225,Clouds,few clouds,12
1423446542,283.291,1016.54,50,283.291,283.291,3.02,214,Clouds,few clouds,20
1423450161,283.291,1016.54,50,283.291,283.291,3.02,214,Clouds,few clouds,20
1423453724,283.291,1016.54,50,283.291,283.291,3.02,214,Clouds,few clouds,20
1423457364,284.369,1015.6,49,284.369,284.369,3.36,219.001,Clouds,broken clouds,64
1423460896,284.369,1015.6,49,284.369,284.369,3.36,219.001,Clouds,broken clouds,64
1423464508,284.369,1015.6,49,284.369,284.369,3.36,219.001,Clouds,broken clouds,64
1423468146,285.07,1015.14,56,285.07,285.07,2.93,232.502,Clouds,broken clouds,80
1423471708,285.07,1015.14,56,285.07,285.07,2.93,232.502,Clouds,broken clouds,80
1423475325,285.07,1015.14,56,285.07,285.07,2.93,232.502,Clouds,broken clouds,80
1423478969,284.071,1015.59,66,284.071,284.071,2.41,237.505,Clouds,broken clouds,64
1423482552,284.071,1015.59,66,284.071,284.071,2.41,237.505,Clouds,broken clouds,64
1423486151,284.071,1015.59,66,284.071,284.071,2.41,237.505,Clouds,broken clouds,64
1423489759,288.063,1015.71,56,288.063,288.063,1.74,230,Clouds,overcast clouds,88
1423493471,284.727,1017.65,51,284.727,284.727,1.6,41.0039,Clouds,scattered clouds,32
1423497021,284.727,1017.65,51,284.727,284.727,1.6,41.0039,Clouds,scattered clouds,32
1423500824,288.422,1016.48,46,288.422,288.422,1.58,45.5083,Clouds,broken clouds,80
1423504200,288.422,1016.48,46,288.422,288.422,1.58,45.5083,Clouds,broken clouds,80
1423522112,284.102,1017.24,67,284.102,284.102,3.21,60.0004,Clouds,overcast clouds,88
1423525767,284.102,1017.24,67,284.102,284.102,3.21,60.0004,Clouds,overcast clouds,88
1423529324,284.102,1017.24,67,284.102,284.102,3.21,60.0004,Clouds,overcast clouds,88
1423532921,281.023,1018.66,95,281.023,281.023,2.97,61.5042,Rain,light rain,92
1423536567,281.023,1018.66,95,281.023,281.023,2.97,61.5042,Rain,light rain,92
1423543819,278.888,1018.88,99,278.888,278.888,3.43,34.5074,Rain,light rain,92
1423547297,278.888,1018.88,99,278.888,278.888,3.43,34.5074,Rain,light rain,92
1423550905,278.888,1018.88,99,278.888,278.888,3.43,34.5074,Rain,light rain,92
1423554509,277.288,1019.62,99,277.288,277.288,3.98,25.5021,Rain,light rain,92
1423558061,277.288,1019.62,99,277.288,277.288,3.98,25.5021,Rain,light rain,92
1423561698,277.288,1019.62,99,277.288,277.288,3.98,25.5021,Rain,light rain,92
1423565284,276.646,1021.54,100,276.646,276.646,4,23.001,Rain,light rain,92
1423569021,276.646,1021.54,100,276.646,276.646,4,23.001,Rain,light rain,92
1423572490,276.646,1021.54,100,276.646,276.646,4,23.001,Rain,light rain,92
1423576127,276.549,1023.55,96,276.549,276.549,3.97,22.5024,Rain,light rain,92
1423579802,276.549,1023.55,96,276.549,276.549,3.97,22.5024,Rain,light rain,92
1423583358,276.549,1023.55,96,276.549,276.549,3.97,22.5024,Rain,light rain,92
1423587033,277.523,1024.16,86,277.523,277.523,3.92,22.5015,Rain,light rain,92
1423594214,276.411,1022.91,68,276.411,276.411,4.65,9.00381,Clouds,broken clouds,76
1423597809,277.135,1022.56,68,277.135,277.135,4.46,14.5002,Clouds,broken clouds,76
1423601386,277.135,1022.56,68,277.135,277.135,4.46,14.5002,Clouds,broken clouds,76
1423604985,277.135,1022.56,68,277.135,277.135,4.46,14.5002,Clouds,broken clouds,76
1423608594,276.266,1024.44,73,276.266,276.266,3.97,12.5029,Clouds,scattered clouds,44
1423612335,276.266,1024.44,73,276.266,276.266,3.97,12.5029,Clouds,scattered clouds,44
1423615898,276.266,1024.44,73,276.266,276.266,3.97,12.5029,Clouds,scattered clouds,44
1423619340,275.43,1024.99,73,275.43,275.43,3.81,13.5019,Clouds,scattered clouds,48
1423622964,275.43,1024.99,73,275.43,275.43,3.81,13.5019,Clouds,scattered clouds,48
1423626513,275.43,1024.99,73,275.43,275.43,3.81,13.5019,Clouds,scattered clouds,48
1423630088,274.928,1025.16,73,274.928,274.928,3.27,14.5008,Clouds,scattered clouds,36
1423633695,274.928,1025.16,73,274.928,274.928,3.27,14.5008,Clouds,scattered clouds,36
1423637387,274.928,1025.16,73,274.928,274.928,3.27,14.5008,Clouds,scattered clouds,36
1423640972,272.336,1025.49,80,272.336,272.336,3.14,7.50452,Clear,Sky is Clear,0
1423648175,272.336,1025.49,80,272.336,272.336,3.14,7.50452,Clear,Sky is Clear,0
1423651975,270.261,1026.64,86,270.261,270.261,2.59,8.00244,Clear,Sky is Clear,0
1423655495,270.261,1026.64,86,270.261,270.261,2.59,8.00244,Clear,Sky is Clear,0
1423684371,280.605,1022.31,46,280.605,280.605,1.56,348.502,Clear,sky is clear,8
1423687813,280.605,1022.31,46,280.605,280.605,1.56,348.502,Clear,sky is clear,8
1423691343,280.605,1022.31,46,280.605,280.605,1.56,348.502,Clear,sky is clear,8
1423694968,274.087,1021.86,75,274.087,274.087,1.17,119.506,Clear,Sky is Clear,0
1423698552,274.087,1021.86,75,274.087,274.087,1.17,119.506,Clear,Sky is Clear,0
1423702147,274.087,1021.86,75,274.087,274.087,1.17,119.506,Clear,Sky is Clear,0
1423705731,272.353,1021.24,77,272.353,272.353,2.5,158.503,Clouds,scattered clouds,44
1423709352,272.353,1021.24,77,272.353,272.353,2.5,158.503,Clouds,scattered clouds,44
1423712892,272.353,1021.24,77,272.353,272.353,2.5,158.503,Clouds,scattered clouds,44
1423716531,272.629,1019.42,80,272.629,272.629,2.56,194.501,Clear,Sky is Clear,0
1423720128,272.629,1019.42,80,272.629,272.629,2.56,194.501,Clear,Sky is Clear,0
1423723699,272.629,1019.42,80,272.629,272.629,2.56,194.501,Clear,Sky is Clear,0
1423727306,271.868,1018.65,91,271.868,271.868,2.35,261.005,Clear,Sky is Clear,0
1423730904,271.868,1018.65,91,271.868,271.868,2.35,261.005,Clear,Sky is Clear,0
1423734500,271.868,1018.65,91,271.868,271.868,2.35,261.005,Clear,Sky is Clear,0
1423738112,269.065,1018.37,83,269.065,269.065,1.16,256.002,Clear,Sky is Clear,0
1423741722,269.065,1018.37,83,269.065,269.065,1.16,256.002,Clear,Sky is Clear,0
1423745354,269.065,1018.37,83,269.065,269.065,1.16,256.002,Clear,Sky is Clear,0
1423748953,279.343,1018.11,55,279.343,279.343,1.62,236.502,Clear,Sky is Clear,0
1423752673,279.576,1017.82,54,279.576,279.576,1.62,238.501,Clear,Sky is Clear,0
1423756185,279.576,1017.82,54,279.576,279.576,1.62,238.501,Clear,Sky is Clear,0
1423760072,281.203,1016.18,50,281.203,281.203,3.32,306.001,Clouds,overcast clouds,92
1423763396,281.362,1015.72,48,281.362,281.362,3.07,300.501,Clouds,broken clouds,80
1423766965,281.362,1015.72,48,281.362,281.362,3.07,300.501,Clouds,broken clouds,80
1423770582,277.591,1016.8,60,277.591,277.591,3.91,324.51,Clouds,overcast clouds,88
1423774181,277.591,1016.8,60,277.591,277.591,3.91,324.51,Clouds,overcast clouds,88
1423777780,277.591,1016.8,60,277.591,277.591,3.91,324.51,Clouds,overcast clouds,88
1423781359,273.767,1020.89,51,273.767,273.767,5.02,317.503,Rain,light rain,36
1423784922,273.767,1020.89,51,273.767,273.767,5.02,317.503,Rain,light rain,36
1423788537,273.767,1020.89,51,273.767,273.767,5.02,317.503,Rain,light rain,36
1423792140,270.243,1024.76,40,270.243,270.243,5.4,318.003,Clear,Sky is Clear,0
1423795694,270.243,1024.76,40,270.243,270.243,5.4,318.003,Clear,Sky is Clear,0
1423799309,270.243,1024.76,40,270.243,270.243,5.4,318.003,Clear,Sky is Clear,0
1423802928,267.28,1026.91,38,267.28,267.28,4.16,325.002,Clear,Sky is Clear,0
1423806501,267.28,1026.91,38,267.28,267.28,4.16,325.002,Clear,Sky is Clear,0
1423810112,267.28,1026.91,38,267.28,267.28,4.16,325.002,Clear,Sky is Clear,0
1423813720,265.574,1028.97,33,265.574,265.574,3.65,329.505,Clear,Sky is Clear,0
1423817332,265.574,1028.97,33,265.574,265.574,3.65,329.505,Clear,Sky is Clear,0
1423820876,265.574,1028.97,33,265.574,265.574,3.65,329.505,Clear,Sky is Clear,0
1423824533,264.225,1030.72,37,264.225,264.225,3.48,339.004,Clear,sky is clear,8
1423828112,264.225,1030.72,37,264.225,264.225,3.48,339.004,Clear,sky is clear,8
1423831704,264.225,1030.72,37,264.225,264.225,3.48,339.004,Clear,sky is clear,8
1423835657,267.294,1032.14,34,267.294,267.294,3.45,341.501,Clear,Sky is Clear,0
1423842565,267.294,1032.14,34,267.294,267.294,3.45,341.501,Clear,Sky is Clear,0
1423846320,270.843,1031.48,29,270.843,270.843,2.81,335.504,Clear,Sky is Clear,0
1423849834,270.843,1031.48,29,270.843,270.843,2.81,335.504,Clear,Sky is Clear,0
1423853446,270.843,1031.48,29,270.843,270.843,2.81,335.504,Clear,Sky is Clear,0
1423856957,272.352,1029.44,29,272.352,272.352,1.66,315.501,Clear,Sky is Clear,0
1423860580,272.352,1029.44,29,272.352,272.352,1.66,315.501,Clear,Sky is Clear,0
1423864174,272.352,1029.44,29,272.352,272.352,1.66,315.501,Clear,Sky is Clear,0
1423871344,265.98,1029.6,60,265.98,265.98,0.71,243.503,Clear,Sky is Clear,0
1423874934,265.98,1029.6,60,265.98,265.98,0.71,243.503,Clear,Sky is Clear,0
1423878517,263.159,1028.88,46,263.159,263.159,2.32,142.001,Clear,Sky is Clear,0
1423882144,263.159,1028.88,46,263.159,263.159,2.32,142.001,Clear,Sky is Clear,0
1423885703,263.159,1028.88,46,263.159,263.159,2.32,142.001,Clear,Sky is Clear,0
1423889379,263.292,1027.08,57,263.292,263.292,1.76,165.502,Clear,Sky is Clear,0
1423892906,263.292,1027.08,57,263.292,263.292,1.76,165.502,Clear,Sky is Clear,0
1423896504,263.292,1027.08,57,263.292,263.292,1.76,165.502,Clear,Sky is Clear,0
1423900137,262.875,1025.57,53,262.875,262.875,2.52,214.503,Clear,Sky is Clear,0
1423903732,262.875,1025.57,53,262.875,262.875,2.52,214.503,Clear,Sky is Clear,0
1423907285,262.875,1025.57,53,262.875,262.875,2.52,214.503,Clear,Sky is Clear,0
1423910939,262.657,1023.98,54,262.657,262.657,1.51,197.502,Clouds,few clouds,12
1423914508,262.657,1023.98,54,262.657,262.657,1.51,197.502,Clouds,few clouds,12
1423918153,262.657,1023.98,54,262.657,262.657,1.51,197.502,Clouds,few clouds,12
1423921775,272.11,1021.52,38,272.11,272.11,3.15,217.001,Clouds,broken clouds,68
1423928957,272.296,1020.06,37,272.296,272.296,3.42,214,Clouds,broken clouds,76
1423932840,276.36,1016.09,38,276.36,276.36,4.27,216.5,Clouds,scattered clouds,36
1423936295,276.289,1015.05,42,276.289,276.289,4.76,221,Clouds,broken clouds,68
1423939832,276.289,1015.05,42,276.289,276.289,4.76,221,Clouds,broken clouds,68
1423943389,279.08,1009.38,42,279.08,279.08,5.46,220.5,Clear,Sky is Clear,0
1423946985,279.08,1009.38,42,279.08,279.08,5.46,220.5,Clear,Sky is Clear,0
1423950558,279.08,1009.38,42,279.08,279.08,5.46,220.5,Clear,Sky is Clear,0
1423957772,279.074,1006.12,57,279.074,279.074,5.71,240.506,Clouds,overcast clouds,92
1423961403,279.074,1006.12,57,279.074,279.074,5.71,240.506,Clouds,overcast clouds,92
1423964911,272.684,1012.09,63,272.684,272.684,7.07,304,Rain,light rain,68
1423968516,272.684,1012.09,63,272.684,272.684,7.07,304,Rain,light rain,68
1423972095,272.684,1012.09,63,272.684,272.684,7.07,304,Rain,light rain,68
1423975694,265.802,1018.14,37,265.802,265.802,6.66,307.001,Clouds,few clouds,20
1423979302,265.802,1018.14,37,265.802,265.802,6.66,307.001,Clouds,few clouds,20
1423982884,265.802,1018.14,37,265.802,265.802,6.66,307.001,Clouds,few clouds,20
1423986515,262.774,1022.13,30,262.774,262.774,6.62,312,Clouds,few clouds,24
1423990118,262.774,1022.13,30,262.774,262.774,6.62,312,Clouds,few clouds,24
1423993715,262.774,1022.13,30,262.774,262.774,6.62,312,Clouds,few clouds,24
1423997306,261.208,1024.95,27,261.208,261.208,6.65,314.502,Clear,Sky is Clear,0
1424000933,261.208,1024.95,27,261.208,261.208,6.65,314.502,Clear,Sky is Clear,0
1424004509,261.208,1024.95,27,261.208,261.208,6.65,314.502,Clear,Sky is Clear,0
1424008176,264.391,1026.97,26,264.391,264.391,6.51,320.002,Clear,Sky is Clear,0
1424011853,264.391,1026.97,26,264.391,264.391,6.51,320.002,Clear,Sky is Clear,0
1424015363,264.391,1026.97,26,264.391,264.391,6.51,320.002,Clear,Sky is Clear,0
1424069327,261.975,1034.18,38,261.975,261.975,3.26,336.002,Clear,Sky is Clear,0
1424072902,260.707,1034.95,35,260.707,260.707,3.03,343.501,Clouds,few clouds,20
1424076510,260.707,1034.95,35,260.707,260.707,3.03,343.501,Clouds,few clouds,20
1424080114,260.707,1034.95,35,260.707,260.707,3.03,343.501,Clouds,few clouds,20
1424083714,260.158,1036.03,30,260.158,260.158,2.97,350.005,Clouds,few clouds,12
1424087320,260.158,1036.03,30,260.158,260.158,2.97,350.005,Clouds,few clouds,12
1424090924,260.158,1036.03,30,260.158,260.158,2.97,350.005,Clouds,few clouds,12
1424094596,264.096,1035,32,264.096,264.096,2.21,359.503,Clouds,scattered clouds,48
1424101744,264.096,1035,32,264.096,264.096,2.21,359.503,Clouds,scattered clouds,48
1424108999,266.574,1032.84,31,266.574,266.574,1.62,350.502,Clouds,overcast clouds,92
1424112623,266.574,1032.84,31,266.574,266.574,1.62,350.502,Clouds,overcast clouds,92
1424119770,266.808,1030.36,39,266.808,266.808,1.21,240.003,Clouds,overcast clouds,92
1424123390,266.808,1030.36,39,266.808,266.808,1.21,240.003,Clouds,overcast clouds,92
1424130579,265.796,1029.08,56,265.796,265.796,1.51,153.503,Clouds,overcast clouds,92
1424134165,265.796,1029.08,56,265.796,265.796,1.51,153.503,Clouds,overcast clouds,92
1424137783,265.355,1027.52,73,265.355,265.355,1.52,137.001,Clouds,overcast clouds,92
1424141392,265.355,1027.52,73,265.355,265.355,1.52,137.001,Clouds,overcast clouds,92
1424144966,265.355,1027.52,73,265.355,265.355,1.52,137.001,Clouds,overcast clouds,92
1424148559,265.201,1024.22,83,265.201,265.201,1.51,112.502,Clouds,overcast clouds,92
1424152076,265.201,1024.22,83,265.201,265.201,1.51,112.502,Clouds,overcast clouds,92
1424155718,265.201,1024.22,83,265.201,265.201,1.51,112.502,Clouds,overcast clouds,92
1424159310,265.189,1021.4,88,265.189,265.189,1.51,52.5027,Clouds,overcast clouds,100
1424202607,273.386,1019.99,55,273.386,273.386,1.97,353,Clear,Sky is Clear,0
1424206297,273.386,1019.99,55,273.386,273.386,1.97,353,Clear,Sky is Clear,0
1424209741,273.386,1019.99,55,273.386,273.386,1.97,353,Clear,Sky is Clear,0
1424216982,266.594,1021.19,79,266.594,266.594,1.78,27.0027,Clouds,scattered clouds,36
1424220546,266.594,1021.19,79,266.594,266.594,1.78,27.0027,Clouds,scattered clouds,36
1424224172,264.114,1022.43,80,264.114,264.114,1.16,87.5033,Clouds,broken clouds,68
1424227760,264.114,1022.43,80,264.114,264.114,1.16,87.5033,Clouds,broken clouds,68
1424231308,264.114,1022.43,80,264.114,264.114,1.16,87.5033,Clouds,broken clouds,68
1424234924,263.182,1022.35,74,263.182,263.182,1.07,7.00485,Clouds,broken clouds,64
1424238519,263.182,1022.35,74,263.182,263.182,1.07,7.00485,Clouds,broken clouds,64
1424242107,263.182,1022.35,74,263.182,263.182,1.07,7.00485,Clouds,broken clouds,64
1424245743,262.483,1021.85,78,262.483,262.483,1.18,12.0046,Clouds,broken clouds,64
1424249314,262.483,1021.85,78,262.483,262.483,1.18,12.0046,Clouds,broken clouds,64
1424252897,262.483,1021.85,78,262.483,262.483,1.18,12.0046,Clouds,broken clouds,64
1424256515,260.383,1021.62,71,260.383,260.383,1.06,30.5009,Clouds,scattered clouds,48
1424260159,260.383,1021.62,71,260.383,260.383,1.06,30.5009,Clouds,scattered clouds,48
1424263766,260.383,1021.62,71,260.383,260.383,1.06,30.5009,Clouds,scattered clouds,48
1424267404,271.118,1020.41,56,271.118,271.118,1.61,134.501,Clear,sky is clear,8
1424274607,270.362,1021.23,49,270.362,270.362,1.61,80.0028,Clear,Sky is Clear,0
1424281953,273.92,1017.38,45,273.92,273.92,2.72,173.5,Clear,Sky is Clear,0
1424285597,273.92,1017.38,45,273.92,273.92,2.72,173.5,Clear,Sky is Clear,0
1424289059,275.394,1013.08,54,275.394,275.394,3.41,206.001,Clouds,scattered clouds,32
1424292581,275.394,1013.08,54,275.394,275.394,3.41,206.001,Clouds,scattered clouds,32
1424296191,275.394,1013.08,54,275.394,275.394,3.41,206.001,Clouds,scattered clouds,32
1424303343,273.217,1014.07,77,273.217,273.217,3.71,257.002,Clouds,overcast clouds,88
1424306956,273.217,1014.07,77,273.217,273.217,3.71,257.002,Clouds,overcast clouds,88
1424310582,268.622,1018.73,45,268.622,268.622,5.76,297.505,Clear,sky is clear,8
1424314166,268.622,1018.73,45,268.622,268.622,5.76,297.505,Clear,sky is clear,8
1424317757,268.622,1018.73,45,268.622,268.622,5.76,297.505,Clear,sky is clear,8
1424321332,264.08,1021.23,43,264.08,264.08,4.8,302.505,Clear,Sky is Clear,0
1424324929,264.08,1021.23,43,264.08,264.08,4.8,302.505,Clear,Sky is Clear,0
1424328509,264.08,1021.23,43,264.08,264.08,4.8,302.505,Clear,Sky is Clear,0
1424335674,262.083,1022.62,44,262.083,262.083,3.87,297.001,Clear,Sky is Clear,0
1424339289,262.083,1022.62,44,262.083,262.083,3.87,297.001,Clear,Sky is Clear,0
1424342893,260.665,1024.1,42,260.665,260.665,3.71,291.003,Clear,Sky is Clear,0
1424346543,260.665,1024.1,42,260.665,260.665,3.71,291.003,Clear,Sky is Clear,0
1424350148,260.665,1024.1,42,260.665,260.665,3.71,291.003,Clear,Sky is Clear,0
1424353818,263.946,1025.08,38,263.946,263.946,4.37,295.001,Clear,Sky is Clear,0
1424361112,264.524,1026.52,41,264.524,264.524,3.92,294.502,Clear,Sky is Clear,0
1424364899,266.112,1025.84,32,266.112,266.112,4.23,293.501,Clear,sky is clear,8
1424368270,266.112,1025.84,32,266.112,266.112,4.23,293.501,Clear,sky is clear,8
1424371870,266.112,1025.84,32,266.112,266.112,4.23,293.501,Clear,sky is clear,8
1424375436,265.72,1025.48,33,265.72,265.72,4.45,295.003,Clouds,scattered clouds,32
1424378968,265.72,1025.48,33,265.72,265.72,4.45,295.003,Clouds,scattered clouds,32
1424382586,265.72,1025.48,33,265.72,265.72,4.45,295.003,Clouds,scattered clouds,32
1424389751,263.001,1028.15,41,263.001,263.001,4.12,300.501,Clouds,scattered clouds,32
1424393343,263.001,1028.15,41,263.001,263.001,4.12,300.501,Clouds,scattered clouds,32
1424396921,260.287,1030.05,36,260.287,260.287,3.66,303.002,Clear,Sky is Clear,0
1424400536,260.287,1030.05,36,260.287,260.287,3.66,303.002,Clear,Sky is Clear,0
1424404109,260.287,1030.05,36,260.287,260.287,3.66,303.002,Clear,Sky is Clear,0
1424407746,258.276,1031.29,43,258.276,258.276,3.31,299.503,Clear,Sky is Clear,0
1424411275,258.276,1031.29,43,258.276,258.276,3.31,299.503,Clear,Sky is Clear,0
1424414889,258.276,1031.29,43,258.276,258.276,3.31,299.503,Clear,Sky is Clear,0
1424418516,256.867,1033.25,48,256.867,256.867,2.92,296.5,Clear,Sky is Clear,0
1424422097,256.867,1033.25,48,256.867,256.867,2.92,296.5,Clear,Sky is Clear,0
1424425727,256.867,1033.25,48,256.867,256.867,2.92,296.5,Clear,Sky is Clear,0
1424429342,255.023,1036.13,45,255.023,255.023,2.31,296.002,Clear,Sky is Clear,0
1424432925,255.023,1036.13,45,255.023,255.023,2.31,296.002,Clear,Sky is Clear,0
1424436616,255.023,1036.13,45,255.023,255.023,2.31,296.002,Clear,Sky is Clear,0
1424447527,262.396,1038.63,43,262.396,262.396,1.66,296.006,Clear,Sky is Clear,0
1424454782,265.687,1038.5,38,265.687,265.687,2.07,300.005,Clear,Sky is Clear,0
1424461754,267.436,1037.89,38,267.436,267.436,1.62,272.505,Clear,Sky is Clear,0
1424465357,267.436,1037.89,38,267.436,267.436,1.62,272.505,Clear,Sky is Clear,0
1424469008,267.436,1037.89,38,267.436,267.436,1.62,272.505,Clear,Sky is Clear,0
1424472626,259.919,1038.98,53,259.919,259.919,1.77,166.5,Clear,Sky is Clear,0
1424476152,259.919,1038.98,53,259.919,259.919,1.77,166.5,Clear,Sky is Clear,0
1424479697,259.919,1038.98,53,259.919,259.919,1.77,166.5,Clear,Sky is Clear,0
1424483297,259.538,1039.89,55,259.538,259.538,2.77,166.504,Clear,Sky is Clear,0
1424486912,259.538,1039.89,55,259.538,259.538,2.77,166.504,Clear,Sky is Clear,0
1424490510,259.538,1039.89,55,259.538,259.538,2.77,166.504,Clear,Sky is Clear,0
1424494111,257.428,1039.66,65,257.428,257.428,1.53,157.501,Clear,Sky is Clear,0
1424497665,257.428,1039.66,65,257.428,257.428,1.53,157.501,Clear,Sky is Clear,0
1424501294,257.428,1039.66,65,257.428,257.428,1.53,157.501,Clear,Sky is Clear,0
1424504905,259.424,1039.42,55,259.424,259.424,3.01,176.501,Clear,Sky is Clear,0
1424508500,259.424,1039.42,55,259.424,259.424,3.01,176.501,Clear,Sky is Clear,0
1424512104,259.424,1039.42,55,259.424,259.424,3.01,176.501,Clear,Sky is Clear,0
1424515719,260.257,1039.53,66,260.257,260.257,2.65,180.501,Clouds,scattered clouds,32
1424519322,260.257,1039.53,66,260.257,260.257,2.65,180.501,Clouds,scattered clouds,32
1424522908,260.257,1039.53,66,260.257,260.257,2.65,180.501,Clouds,scattered clouds,32
1424526549,266.531,1039.2,49,266.531,266.531,2.57,180.001,Clouds,broken clouds,76
1424530249,266.025,1038.92,51,266.025,266.025,2.52,176.5,Clouds,overcast clouds,88
1424533767,266.531,1039.2,49,266.531,266.531,2.57,180.001,Clouds,broken clouds,76
1424537694,270.367,1036.27,53,270.367,270.367,2.82,194.001,Clouds,overcast clouds,92
1424541112,271.495,1036.26,52,271.495,271.495,2.92,191.005,Clouds,overcast clouds,92
